epoch 1	667.63	271.71
epoch 2	160.06	150.50
epoch 3	95.11	125.75
epoch 4	74.12	111.88
epoch 5	62.40	110.24
epoch 6	54.84	110.30
epoch 7	44.73	104.75
epoch 8	41.13	104.71
epoch 9	38.99	105.79
epoch 10	37.05	104.95
epoch 11	36.02	105.09
epoch 12	35.84	105.08
epoch 13	35.85	105.07
epoch 14	35.76	105.07
epoch 15	35.51	105.07
epoch 16	35.76	105.07
epoch 17	35.77	105.07
epoch 18	35.84	105.07
epoch 19	35.73	105.07
epoch 20	35.76	105.07
epoch 21	35.71	105.07
epoch 22	35.76	105.07
epoch 23	35.70	105.07
epoch 24	35.76	105.07
epoch 25	35.74	105.07
epoch 26	35.66	105.07
epoch 27	35.59	105.07
epoch 28	35.66	105.07
epoch 29	35.76	105.07
epoch 30	35.81	105.07
epoch 31	35.63	105.07
epoch 32	35.69	105.07
epoch 33	35.79	105.07
epoch 34	35.77	105.07
epoch 35	35.82	105.07
epoch 36	35.70	105.07
epoch 37	35.74	105.07
epoch 38	35.77	105.07
epoch 39	35.65	105.07
epoch 40	35.84	105.07
